,from_id,to_id,total_checkins
3677,4b81b462f964a520dab830e3,4c4f208192b6a5932dac1171,1124
3678,4a55afb3f964a52045b41fe3,45e5a794f964a52042431fe3,4439
3679,4a55afb3f964a52045b41fe3,4a6a2733f964a520b9cc1fe3,9729
3680,4a55afb3f964a52045b41fe3,40bbc700f964a520b1001fe3,102993
3681,4a55afb3f964a52045b41fe3,4a283a63f964a520ff941fe3,16213
3682,4a55afb3f964a52045b41fe3,4a05f00af964a5209e721fe3,13744
3683,4b0ea5c1f964a520495923e3,48508920f964a5209c501fe3,9471
3684,4b0ea5c1f964a520495923e3,4b077508f964a520c4fd22e3,4524
3685,4b0ea5c1f964a520495923e3,4ab6d798f964a520457920e3,4721
3686,4b0ea5c1f964a520495923e3,4c806e4be602b1f7ff038a7a,11990
3687,4b0ea5c1f964a520495923e3,4a1cbf6bf964a5205f7b1fe3,6296
3688,50ca02be245f2d4aa8c2ad4e,4a7b85e7f964a52049eb1fe3,2840
3689,4b86c87ff964a520ff9c31e3,4a57edf0f964a52018b71fe3,3615
3690,4b918d90f964a52007c533e3,4c57648ed12a20a142bc66bd,1113
3691,4b918d90f964a52007c533e3,4bc14514b492d13a32e9a560,1793
3692,4b918d90f964a52007c533e3,4b905759f964a520238533e3,569
3693,4b918d90f964a52007c533e3,4bd68cbb637ba5930e66f870,447
3694,4b902477f964a520327833e3,45846f64f964a5209b3f1fe3,4653
3695,4b902477f964a520327833e3,4aca41f0f964a52017c120e3,3305
3696,4b902477f964a520327833e3,4ad53f28f964a520830221e3,3424
3697,4b233ab7f964a520885424e3,4af639f9f964a5206d0222e3,7939
3698,4b233ab7f964a520885424e3,4b64e4f0f964a5200ed82ae3,1096
3699,4af33ac9f964a520e7eb21e3,4f298351e4b0acec388d9bf9,1834
3700,4af33ac9f964a520e7eb21e3,4bd33e98462cb713b2eddd07,364
3701,4af33ac9f964a520e7eb21e3,4bcdfa760687ef3b00d6e1cc,507
3702,4af33ac9f964a520e7eb21e3,4adcc1a5f964a520762f21e3,769
3703,4af33ac9f964a520e7eb21e3,4a219ba0f964a520197d1fe3,337
3704,4a7072eef964a5207cd71fe3,4a464bd3f964a520a6a81fe3,3402
3705,4a7072eef964a5207cd71fe3,4ca5eccd44a8224b4811fe3f,8026
3706,4a7072eef964a5207cd71fe3,4b4aa0a8f964a520d88b26e3,758
3707,4a7072eef964a5207cd71fe3,4bd7762b5cf276b0b25e9b00,301
3708,4b1434a6f964a520289f23e3,4ac94a42f964a5208fbf20e3,1445
3709,4b1434a6f964a520289f23e3,49d148c2f964a520715b1fe3,8993
3710,4b1434a6f964a520289f23e3,4ae930baf964a5208db421e3,3601
3711,4b1434a6f964a520289f23e3,46aa908cf964a52063491fe3,4005
3712,4b1434a6f964a520289f23e3,4a81b3b0f964a5204af71fe3,21239
3713,4c02db98f56c2d7f3c131c66,48078ccff964a520054f1fe3,1440
3714,4b63125bf964a520f8602ae3,4a09b759f964a52049741fe3,19954
3715,4b63125bf964a520f8602ae3,4ae37361f964a520439521e3,2550
3716,4b63125bf964a520f8602ae3,4ddd68f988779c82beadd78b,4191
3717,4b33d78df964a520612025e3,4a7104cbf964a52000d91fe3,17566
3718,4b33d78df964a520612025e3,45606719f964a5209b3d1fe3,25895
3719,4b33d78df964a520612025e3,4b608c50f964a52005ed29e3,1303
3720,4b33d78df964a520612025e3,4b219f85f964a5201d3f24e3,536
3721,4b33d78df964a520612025e3,4b271495f964a520a38424e3,584
3722,4b68b725f964a520c9882be3,4b4d2e9cf964a5208acd26e3,1530
3723,4b68b725f964a520c9882be3,4b4e6a8ef964a520e8ec26e3,5592
3724,4b68b725f964a520c9882be3,4aa9b26cf964a520ed5420e3,8005
3725,4b7f1525f964a5202d1530e3,455ad6b4f964a520573d1fe3,13389
3726,4af77270f964a5204f0922e3,4c806e4be602b1f7ff038a7a,11990
3727,4b452a03f964a520b80626e3,4d8d463ccb9b224b638a6941,6268
3728,4b1749d3f964a52089c423e3,4a34225bf964a520c89b1fe3,21102
3729,4b1749d3f964a52089c423e3,4a809eeaf964a520b8f51fe3,2487
3730,4b1749d3f964a52089c423e3,4b522b97f964a5202e6d27e3,1115
3731,4b1749d3f964a52089c423e3,4aea0275f964a52077b821e3,2748
3732,4b1749d3f964a52089c423e3,4b174a26f964a5208fc423e3,1250
3733,4a9477ebf964a520ae2120e3,4ab6532ff964a520987620e3,3012
3734,4a9477ebf964a520ae2120e3,4a7066d4f964a52067d71fe3,2951
3735,4a9477ebf964a520ae2120e3,4aea3c7af964a5206bba21e3,3696
3736,4a9477ebf964a520ae2120e3,4b26ebc0f964a520088324e3,954
3737,4a9477ebf964a520ae2120e3,4bc5ea856c26b71306f1ebf3,1380
3738,4bb7e49c53649c741e7446fb,4be9f2e16295c9b602e78508,1491
3739,4b40f054f964a520d4bd25e3,4b3bbedff964a520387a25e3,1180
3740,4b40f054f964a520d4bd25e3,4b7c4337f964a5202d882fe3,915
3741,4b40f054f964a520d4bd25e3,4b305bf6f964a52029f924e3,4509
3742,4b40f054f964a520d4bd25e3,4b2fe6f0f964a5203ff224e3,5319
3743,4b40f054f964a520d4bd25e3,4bbe684f4e7bd13a15f29a7f,631
3744,4ba25792f964a5201cef37e3,430e5b80f964a52044271fe3,31526
3745,4b29521cf964a520d99c24e3,4a5f5853f964a5206bbf1fe3,2076
3746,4b29521cf964a520d99c24e3,4a7e134cf964a520dff01fe3,386
3747,4b29521cf964a520d99c24e3,4b4fc498f964a520b11427e3,400
3748,4b29521cf964a520d99c24e3,49e3a1c4f964a520a5621fe3,4024
3749,4b29521cf964a520d99c24e3,4a747b6af964a52044de1fe3,1131
3750,4b009e77f964a520064022e3,4b80660ff964a520b76e30e3,1738
3751,4b009e77f964a520064022e3,45846fdef964a5209c3f1fe3,7428
3752,4b009e77f964a520064022e3,455ad751f964a5205a3d1fe3,34876
3753,4b009e77f964a520064022e3,4b5e23baf964a520cd7f29e3,4058
3754,4b009e77f964a520064022e3,4b33d936f964a520812025e3,2790
3755,4a2c1184f964a52018971fe3,430e5b80f964a52043271fe3,68538
3756,4a2c1184f964a52018971fe3,49e03a9df964a52047611fe3,52540
3757,4a2c1184f964a52018971fe3,463c53f3f964a5202d461fe3,15209
3758,4a2c1184f964a52018971fe3,4a81b3b0f964a5204af71fe3,21239
3759,4cac9a5b2f08236a9c448d61,4a5b5579f964a52007bb1fe3,2136
3760,4cac9a5b2f08236a9c448d61,4b7ee851f964a5207a0830e3,225
3761,4cac9a5b2f08236a9c448d61,4b75bc4ef964a520c8202ee3,273
3762,4cac9a5b2f08236a9c448d61,4a81b3b0f964a5204af71fe3,21239
3763,4b5bae3ef964a520a60f29e3,4af639f9f964a5206d0222e3,7939
3764,4b5bae3ef964a520a60f29e3,4b52dfb5f964a520b28927e3,5124
3765,4b5bae3ef964a520a60f29e3,48506141f964a52096501fe3,8850
3766,4b5bae3ef964a520a60f29e3,4b479400f964a5203e3626e3,1395
3767,4b5bae3ef964a520a60f29e3,4b2ef3c0f964a520ace824e3,741
3768,4b65eac4f964a5202b082be3,430e5b80f964a52044271fe3,31526
3769,4b6763a2f964a520e94b2be3,4d8a82ef6ce6a35da78f6242,2079
3770,4c50bebb250dd13a69c20f7c,4aca779af964a5200cc220e3,7196
3771,4b707c83f964a520701d2de3,4d49dd655241236aad287a04,17875
3772,4b992f3ef964a520d56735e3,4acb7eedf964a520f5c320e3,4416
3773,4b992f3ef964a520d56735e3,4b1845e6f964a52006d023e3,1348
3774,4b0316d3f964a520914c22e3,4b085596f964a520500923e3,806
3775,4b0316d3f964a520914c22e3,4b6e5c51f964a52025ba2ce3,1460
3776,4b0316d3f964a520914c22e3,4fd9e9b3e4b0ea76a6ceec95,1420
3777,4b0316d3f964a520914c22e3,4df1c239ae609e69dd9261fa,1090
3778,4b5a3bd2f964a5204fb628e3,4ae11e11f964a520518521e3,1992
3779,4b5a3bd2f964a5204fb628e3,452b81ddf964a520393b1fe3,108182
3780,4b5a3bd2f964a5204fb628e3,42cc7080f964a520e9251fe3,65183
3781,4b5a3bd2f964a5204fb628e3,43f8404cf964a520c22f1fe3,35696
3782,4b5a3bd2f964a5204fb628e3,4b4e6509f964a5201bec26e3,2153
3783,4ad96ca2f964a5201b1a21e3,4b3e1c41f964a520769825e3,5474
3784,4ad96ca2f964a5201b1a21e3,3fd66200f964a520dcec1ee3,3632
3785,4ad96ca2f964a5201b1a21e3,49d27124f964a520ab5b1fe3,3298
3786,4ad96ca2f964a5201b1a21e3,4ad3fa18f964a5201ce720e3,2563
3787,4b29706ff964a520f29e24e3,4b1c59a2f964a5206b0624e3,24875
3788,4b29706ff964a520f29e24e3,452b81ddf964a520393b1fe3,108182
3789,4b29706ff964a520f29e24e3,451c196df964a520813a1fe3,28073
3790,4b29706ff964a520f29e24e3,4a791838f964a520ede61fe3,4273
3791,4b29706ff964a520f29e24e3,4ac00712f964a520849320e3,2550
3792,4be5fbe8bcef2d7ffaa404e5,4aab185df964a520e55820e3,5701
3793,4a8ac2bef964a5204f0a20e3,43067280f964a52023271fe3,102499
3794,4a8ac2bef964a5204f0a20e3,4aef4d79f964a52062d721e3,925
3795,4a8ac2bef964a5204f0a20e3,44d3ade1f964a5204b361fe3,16767
3796,4a8ac2bef964a5204f0a20e3,49ca9035f964a520ba581fe3,11656
3797,4a8ac2bef964a5204f0a20e3,4b880f55f964a52093dc31e3,2319
3798,4ab00413f964a520886520e3,4e42b9d81fc7b98f758678f6,4544
3799,4ab00413f964a520886520e3,4bd84bfc5cf276b027de9c00,414
3800,4ab00413f964a520886520e3,4a90a178f964a520db1820e3,3869
3801,4ab00413f964a520886520e3,4bc3d9094cdfc9b6bd039821,845
3802,4fda6271e4b0cbee31e24482,4eac41a5dab40d132703fc44,7106
3803,4fda6271e4b0cbee31e24482,4266ed00f964a5203b211fe3,4471
3804,4b492132f964a5201f6726e3,4b80a167f964a520308230e3,1164
3805,4bbd267ca8cf76b08781b1fd,4dc622ed1f6ef43b8a28bd24,6231
3806,4bb772dc7421a593f171c040,4a57e6c2f964a5200cb71fe3,6827
3807,4ab13681f964a520876820e3,4197f180f964a520131e1fe3,4896
3808,4bb91cdf7421a593ab80c240,4c3bd67c7d00d13aae343850,2853
3809,4afb34a0f964a520111c22e3,4b22d580f964a520714e24e3,5148
3810,463c5459f964a5202e461fe3,4e2f5c5a45ddcf0f5c82623f,3271
3811,463c5459f964a5202e461fe3,4b48c9ecf964a520005726e3,1090
3812,463c5459f964a5202e461fe3,4afdc6eef964a520c22a22e3,11866
3813,463c5459f964a5202e461fe3,4b4fa767f964a5205b0f27e3,11876
3814,463c5459f964a5202e461fe3,4a0202b9f964a52021711fe3,6506
3815,4b295fbef964a520d39d24e3,4ad8ffd0f964a520f31621e3,5392
3816,4b295fbef964a520d39d24e3,4addf20ff964a520986621e3,8700
3817,4b295fbef964a520d39d24e3,4b0c15dff964a520a03623e3,1341
3818,4a9c7483f964a5203c3720e3,5036b1efe4b0dc3d889404a7,1065
3819,4a9c7483f964a5203c3720e3,49f8a2e3f964a5200d6d1fe3,14792
3820,4a9c7483f964a5203c3720e3,4a9dd2e3f964a5208d3920e3,1103
3821,4a9c7483f964a5203c3720e3,4a2de833f964a52007981fe3,457
3822,4b4e437af964a52057e726e3,4c64bd95e0c4be9a56878658,671
3823,4b4e437af964a52057e726e3,49c6e308f964a52087571fe3,17713
3824,4ad0f08df964a52059db20e3,4ae222a1f964a5200f8b21e3,263
3825,4ad0f08df964a52059db20e3,4a22d2adf964a520907d1fe3,10471
3826,4ad0f08df964a52059db20e3,4a8ae30ff964a520bc0a20e3,13384
3827,4b414d27f964a520efc425e3,4afefdddf964a520a03222e3,4445
3828,4b0735e4f964a520b7f922e3,4caccb3451399eb0d6c8ce03,2788
3829,4b0735e4f964a520b7f922e3,4b92fc0cf964a5208a2c34e3,545
3830,4b0735e4f964a520b7f922e3,4aa7d355f964a520694d20e3,2462
3831,4b169ebff964a52005bb23e3,44b28a68f964a5203d351fe3,5002
3832,4b169ebff964a52005bb23e3,4ec14fd593ad36d7a9b9d36f,2519
3833,4b299f5ef964a520d4a124e3,4a3bd40ff964a520cfa01fe3,4983
3834,4bc1c5c4461576b0924e7c32,4b5509bbf964a520d8d827e3,1534
3835,4bc1c5c4461576b0924e7c32,4c5f02c87f661b8d129b4f1c,143
3836,4b7c4f55f964a520738b2fe3,4af0d4c6f964a5208bdf21e3,1581
3837,4b7c4f55f964a520738b2fe3,4d869e008de9721ee4ca5e51,203
3838,4b493648f964a520376a26e3,4a11d753f964a5204f771fe3,6467
3839,4b493648f964a520376a26e3,4b86e757f964a52000a531e3,865
3840,4a17137df964a52033791fe3,49f885fcf964a520fe6c1fe3,3059
3841,4a17137df964a52033791fe3,4a11b54cf964a52031771fe3,1417
3842,4b92d45ff964a520a21f34e3,4cd5e9e2b97060fc4e6ef17b,547
3843,4d81623cbede5481f57afed0,442fe898f964a520e5311fe3,39419
3844,4d81623cbede5481f57afed0,4a4561f9f964a5201da81fe3,9517
3845,4d81623cbede5481f57afed0,49e3d406f964a520e2621fe3,6139
3846,4d81623cbede5481f57afed0,4ee8f4180039139143ca8d53,3714
3847,4d81623cbede5481f57afed0,49f7a66df964a520cc6c1fe3,7371
3848,4a0312fff964a52086711fe3,4a5b99f3f964a5207abb1fe3,3963
3849,4a0312fff964a52086711fe3,4ab317e7f964a520776d20e3,6724
3850,4a0312fff964a52086711fe3,4b69f2fbf964a520c0bd2be3,2673
3851,4a0312fff964a52086711fe3,49d0da91f964a520395b1fe3,5621
3852,4a0312fff964a52086711fe3,4a7a36a9f964a520e1e81fe3,4857
3853,4b5a76cff964a520b9c628e3,4460d33cf964a52009331fe3,16771
3854,4b9c4c87f964a520415d36e3,49e4f397f964a52077631fe3,8796
3855,4b9c4c87f964a520415d36e3,451fa5eef964a520a83a1fe3,7986
3856,4b218f3af964a520f03d24e3,4ad0ff2bf964a520d3db20e3,5997
3857,4b218f3af964a520f03d24e3,4a22d2adf964a520907d1fe3,10471
3858,4b218f3af964a520f03d24e3,4a8ae30ff964a520bc0a20e3,13384
3859,4b218f3af964a520f03d24e3,435c2400f964a52008291fe3,36162
3860,4b218f3af964a520f03d24e3,4aecaa99f964a52019ca21e3,2080
3861,4b81be32f964a52062bb30e3,4a4574cbf964a52033a81fe3,9255
3862,4b81be32f964a52062bb30e3,4c1c417deac020a16f5a46c2,350
3863,4b81be32f964a52062bb30e3,4b037087f964a520684f22e3,2287
3864,4b81be32f964a52062bb30e3,4b037aecf964a520914f22e3,1829
3865,4b81be32f964a52062bb30e3,4a45130cf964a520bca71fe3,5290
3866,4b652e40f964a520d2e72ae3,4afe5ed5f964a520442f22e3,935
3867,4b652e40f964a520d2e72ae3,4c369a06dfb0e21ee874aba8,866
3868,4b652e40f964a520d2e72ae3,4a872d21f964a5200a0320e3,2341
3869,4a6f76eef964a5203bd61fe3,4a57d95bf964a520edb61fe3,1814
3870,4a6f76eef964a5203bd61fe3,4dacc94c04370a776f60be3f,992
3871,4a6f76eef964a5203bd61fe3,4a2c584bf964a5204f971fe3,6882
3872,4a6f76eef964a5203bd61fe3,4a0f514ef964a5204b761fe3,3635
3873,4362bb80f964a5204f291fe3,49e74547f964a52082641fe3,9791
3874,4362bb80f964a5204f291fe3,4bd2177d046076b055357371,187643
3875,4362bb80f964a5204f291fe3,4a424d0ef964a520b7a51fe3,32767
3876,4362bb80f964a5204f291fe3,4af9d69df964a520a71422e3,4797
3877,4362bb80f964a5204f291fe3,49d031f7f964a5200c5b1fe3,20639
3878,4a91d020f964a520f01b20e3,4a90ae41f964a520211920e3,1409
3879,4a91d020f964a520f01b20e3,4a31a239f964a520099a1fe3,4740
3880,4a91d020f964a520f01b20e3,4a90aa6ef964a5200a1920e3,2422
3881,4a91d020f964a520f01b20e3,4a848a66f964a520ecfc1fe3,25927
3882,4acbff80f964a5208cc820e3,4ad28c01f964a5202be220e3,7028
3883,4acbff80f964a5208cc820e3,4b7a016cf964a520b61e2fe3,1716
3884,4b0c5b01f964a520c03b23e3,4afefdddf964a520a03222e3,4445
3885,4b0c5b01f964a520c03b23e3,4ac26c9af964a520179920e3,7374
3886,4b0c5b01f964a520c03b23e3,4e725984c65bf4cc2d0b0389,1123
3887,4b0c5b01f964a520c03b23e3,4b465735f964a520071e26e3,1343
3888,4b0c5b01f964a520c03b23e3,4b81cc5bf964a520a8be30e3,681
3889,4b41487af964a5209dc425e3,4b402afbf964a5207fb625e3,639
3890,4b41487af964a5209dc425e3,4bae9c47f964a52071c63be3,2510
3891,4b41487af964a5209dc425e3,4afefdddf964a520a03222e3,4445
3892,4b41487af964a5209dc425e3,4c1d427863750f475ffab767,483
3893,4b41487af964a5209dc425e3,4b590db6f964a520507a28e3,5777
3894,4c4f208192b6a5932dac1171,4a7f8008f964a5203bf41fe3,2652
3895,4c4f208192b6a5932dac1171,4b4a6dcff964a5204d8726e3,14072
3896,4c4f208192b6a5932dac1171,4ca6843814c33704119fc03b,474
3897,4c4f208192b6a5932dac1171,4b6a0a52f964a5208bc32be3,2106
3898,4c4f208192b6a5932dac1171,4ae8fa35f964a520cab321e3,827
3899,4b414cbff964a520ebc425e3,4ac26c9af964a520179920e3,7374
3900,4b414cbff964a520ebc425e3,4b590db6f964a520507a28e3,5777
3901,4b414cbff964a520ebc425e3,4b413c7ff964a520d5c325e3,296
3902,4b414cbff964a520ebc425e3,4afefdddf964a520a03222e3,4445
3903,4a4b78d2f964a52065ac1fe3,4b4b8840f964a5205f9f26e3,4601
3904,4b74ee33f964a5207af82de3,4a2c53e1f964a5204d971fe3,17928
3905,4b74ee33f964a5207af82de3,4a917ed3f964a5206d1a20e3,943
3906,4c4cc4cf4237be9a8f1ee012,4cc9b9320f7bef3bc7aa7fdd,2540
3907,4c4cc4cf4237be9a8f1ee012,4eed27060e01899eff677aa6,225
3908,4c4cc4cf4237be9a8f1ee012,4c311432ed37a59308db6903,5111
3909,4c4cc4cf4237be9a8f1ee012,4a34225bf964a520c89b1fe3,21102
3910,4c4cc4cf4237be9a8f1ee012,4b8f1d69f964a520ca4933e3,722
3911,4b7f03cbf964a520741030e3,4b539f6ff964a5200da527e3,1171
3912,4b7f03cbf964a520741030e3,4a4574cbf964a52033a81fe3,9255
3913,4b7f03cbf964a520741030e3,4b037087f964a520684f22e3,2287
3914,4b7f03cbf964a520741030e3,4a8ae30ff964a520bc0a20e3,13384
3915,4b7f03cbf964a520741030e3,4b037aecf964a520914f22e3,1829
3916,4e3ce5a5cc3f6517531c69d9,4b9042e9f964a520aa7f33e3,11029
3917,4e3ce5a5cc3f6517531c69d9,4a6bd4d8f964a52009d01fe3,2715
3918,4e3ce5a5cc3f6517531c69d9,43ebbf8bf964a5203b2f1fe3,3621
3919,4e3ce5a5cc3f6517531c69d9,4bfeeca1369476b088128d1f,8048
3920,4e3ce5a5cc3f6517531c69d9,4bb04a73f964a520e23f3ce3,8087
3921,4b218e38f964a520d03d24e3,4ad0ff2bf964a520d3db20e3,5997
3922,4b218e38f964a520d03d24e3,4c1c417deac020a16f5a46c2,350
3923,4b218e38f964a520d03d24e3,4b23bb4af964a520b25824e3,1336
3924,4b218e38f964a520d03d24e3,4d436bf014aa8cfa86815a3d,389
3925,4b218e38f964a520d03d24e3,4b7f03cbf964a520741030e3,991
3926,4ba577b2f964a5201c0a39e3,4a6c90bef964a520d8d01fe3,3223
3927,4ae7bff4f964a5208bad21e3,4b6a5c02f964a52065d32be3,443
3928,4ae7bff4f964a5208bad21e3,4fcf7830e4b0dd1e7cf54a89,1996
3929,4ae7bff4f964a5208bad21e3,4b84685af964a520b03331e3,2311
3930,4ab2cb0cf964a520636c20e3,4aac3910f964a520fd5c20e3,6841
3931,4ab2cb0cf964a520636c20e3,45059d74f964a5200b391fe3,17206
3932,4ab2cb0cf964a520636c20e3,49f50f7af964a5208c6b1fe3,31141
3933,4ab2cb0cf964a520636c20e3,43a457b4f964a520482c1fe3,28860
3934,4ab2cb0cf964a520636c20e3,4b3cff01f964a520738b25e3,3517
3935,4e1b9d7852b1218fa015d7e2,4ef9e5500e013b212830ba87,6374
3936,4e1b9d7852b1218fa015d7e2,4d6af99edc858cfa355e6c73,2992
3937,4e1b9d7852b1218fa015d7e2,4bb16ed3f964a5201b933ce3,1601
3938,4e1b9d7852b1218fa015d7e2,4838db24f964a520fb4f1fe3,11277
3939,4e1b9d7852b1218fa015d7e2,4b008fe1f964a5207c3f22e3,1806
3940,4b468a49f964a520c62326e3,50607e6de889adb45f097cd6,9594
3941,4a56efc4f964a520eeb51fe3,4ab595e1f964a520877520e3,94027
3942,4af8b0a1f964a520350f22e3,4b3a37f0f964a520706225e3,652
3943,4af8b0a1f964a520350f22e3,49eccd4af964a52092671fe3,9928
3944,4af8b0a1f964a520350f22e3,4bfaeb93d0382d7f57f8c80a,637
3945,4af8b0a1f964a520350f22e3,4bcb71d73740b713aa886265,8377
3946,4af8b0a1f964a520350f22e3,4b331b6df964a520a21725e3,500
3947,4b1b1c6cf964a5203bf823e3,4e80db1a49012726b72494ec,10409
3948,4b1b1c6cf964a5203bf823e3,4bd24599462cb713a115dc07,152
3949,4b1b1c6cf964a5203bf823e3,4b11c1e4f964a520048423e3,2392
3950,4b1b1c6cf964a5203bf823e3,4cc4a5f6dba3ef3bd29c0705,11719
3951,4c048025f56c2d7f20681e66,4ae65810f964a5208ca621e3,2979
3952,4d917ac722fdcbff239fd1a5,4a862d54f964a520a90020e3,490
3953,4de01d44b3ad1bc423bcd18a,40a2ba80f964a52000f31ee3,6696
3954,4de01d44b3ad1bc423bcd18a,44ff5a91f964a520a5381fe3,17453
3955,4de01d44b3ad1bc423bcd18a,4a617d3ff964a52076c21fe3,2613
3956,4ac022b2f964a520ea9320e3,4a95c7c3f964a520a12420e3,1597
3957,4ac022b2f964a520ea9320e3,4b141c5bf964a5207b9d23e3,724
3958,4b6cbecff964a52029512ce3,4b09d58ff964a5206e1e23e3,3282
3959,4b6cbecff964a52029512ce3,4a9057b1f964a520651720e3,832
3960,4b6cbecff964a52029512ce3,4ae62b05f964a5204aa521e3,765
3961,4b6cbecff964a52029512ce3,4adf32e4f964a520427821e3,950
3962,4cad204cd971b1f7b1ba36e1,49e61a9ef964a52004641fe3,2269
3963,4b5a28d0f964a52003b128e3,4c196da7834e2d7f8d712a80,1118
3964,4b5a28d0f964a52003b128e3,4b4d2ab2f964a52023cd26e3,987
3965,4b5a28d0f964a52003b128e3,4afbd011f964a5201d1f22e3,7357
3966,4b5a28d0f964a52003b128e3,4b2c14aaf964a52028c124e3,1758
3967,4b5a28d0f964a52003b128e3,48508920f964a5209c501fe3,9471
3968,4b561288f964a520f8fe27e3,4a8da855f964a520711020e3,3710
3969,4493522af964a5207c341fe3,4bef27c82ff520a1a934e8a2,2030
3970,459aa685f964a52087401fe3,40bbc700f964a520b1001fe3,102993
3971,459aa685f964a52087401fe3,452b81ddf964a520393b1fe3,108182
3972,459aa685f964a52087401fe3,43f8404cf964a520c22f1fe3,35696
3973,4b7f59f2f964a520532930e3,4b367c59f964a520843625e3,6301
3974,4b7f59f2f964a520532930e3,4b4a6dcff964a5204d8726e3,14072
3975,4b7f59f2f964a520532930e3,4c8411fbe602b1f770cdab7a,3896
3976,4a07515bf964a52044731fe3,4b33fb93f964a5205d2325e3,1185
3977,4a07515bf964a52044731fe3,4c62bf88a86d03bb9d872f6a,857
3978,4a07515bf964a52044731fe3,4a6caf4df964a52043d11fe3,3344
3979,4a07515bf964a52044731fe3,49d1901ef964a520905b1fe3,5914
3980,4a07515bf964a52044731fe3,4a4036d2f964a52069a41fe3,4580
3981,4b3a37f0f964a520706225e3,4af8b0a1f964a520350f22e3,424
3982,4b3a37f0f964a520706225e3,4bfaeb93d0382d7f57f8c80a,637
3983,4b3a37f0f964a520706225e3,4c6f30e4fa49a1cd906da2e3,1670
3984,4b3a37f0f964a520706225e3,455ad71cf964a520593d1fe3,19922
3985,4b3a37f0f964a520706225e3,4bcb71d73740b713aa886265,8377
3986,5070e542fe1e70c3901483b7,4abc421df964a520ef8620e3,22625
3987,5070e542fe1e70c3901483b7,4dddc1781f6e03694735667c,6825
3988,5070e542fe1e70c3901483b7,506c9c5be4b02aae96faf4ff,1121
3989,5070e542fe1e70c3901483b7,4d65be4413a6236af2669268,3238
3990,5070e542fe1e70c3901483b7,46884818f964a52056481fe3,3972
3991,4b79e0e8f964a520e0172fe3,4a78abdcf964a52028e61fe3,158
3992,4d967dd4647d8cfab1fdbb3d,42814b00f964a520ef211fe3,10669
3993,4c76ab7344d39521b1c203bf,4bcb6564937ca593407fa992,553
3994,4b623608f964a5206f3c2ae3,4af78597f964a520b10922e3,3085
3995,4b623608f964a5206f3c2ae3,49c81130f964a520ea571fe3,873
3996,4b623608f964a5206f3c2ae3,4bf58b67493c2d7fced54785,853
3997,4b623608f964a5206f3c2ae3,4b2084abf964a520dd3224e3,957
3998,4b9e34a4f964a520bad136e3,4b80660ff964a520b76e30e3,1738
3999,4b2151a8f964a520143a24e3,4a844f01f964a5203bfc1fe3,33685
4000,4ae65712f964a52086a621e3,44c769c9f964a520e3351fe3,3815
4001,4ae65712f964a52086a621e3,432a0b00f964a520d8271fe3,2780
4002,4ae65712f964a52086a621e3,43efd417f964a520722f1fe3,3544
4003,4ae65712f964a52086a621e3,4b2eb7f4f964a52096e524e3,3367
4004,4ae65712f964a52086a621e3,413e4b80f964a520501c1fe3,13603
4005,4bf5a404bfeac9282de29236,4acd3ceff964a52087cb20e3,2122
4006,4b495d3af964a5206b6e26e3,4a0b1b8cf964a520cc741fe3,4354
4007,4bbba0f551b89c748a76862a,4a1c1842f964a5200e7b1fe3,3328
4008,4b217d4df964a520ae3c24e3,46596603f964a52018471fe3,16025
4009,4b217d4df964a520ae3c24e3,451fa54af964a520a73a1fe3,11051
4010,4b217d4df964a520ae3c24e3,435ec700f964a52020291fe3,10639
4011,4b217d4df964a520ae3c24e3,4b4052e2f964a520abb725e3,2048
4012,4b217d4df964a520ae3c24e3,4551d7f6f964a520ec3c1fe3,8115
4013,4b34157ff964a520e02425e3,4ac949f4f964a5208cbf20e3,7710
4014,4b34157ff964a520e02425e3,4aa43f4ff964a520034620e3,2362
4015,4af0c487f964a520fdde21e3,43f8404cf964a520c22f1fe3,35696
4016,4af0c487f964a520fdde21e3,40bbc700f964a520b1001fe3,102993
4017,4af0c487f964a520fdde21e3,4a05f00af964a5209e721fe3,13744
4018,49d805e1f964a520945d1fe3,4bd1e1f1a8b3a593bb9e665f,14462
4019,49d805e1f964a520945d1fe3,4ab146bff964a520d96820e3,10618
4020,49d805e1f964a520945d1fe3,49fc9f92f964a520c06e1fe3,2428
4021,49d805e1f964a520945d1fe3,44e9b873f964a520a6371fe3,8463
4022,4b40001cf964a520ffb325e3,43f8404cf964a520c22f1fe3,35696
4023,4b40001cf964a520ffb325e3,4b0b41acf964a520862f23e3,634
4024,4a8a4a86f964a520190a20e3,46ae7ba1f964a52086491fe3,13460
4025,4a8a4a86f964a520190a20e3,40c8f600f964a520fe001fe3,20340
4026,4a8a4a86f964a520190a20e3,4abd2857f964a520c98820e3,12836
4027,4a8a4a86f964a520190a20e3,4aa68140f964a520024a20e3,7686
4028,4bcde39c0687ef3b28a5e1cc,4b2d556df964a52071d424e3,1620
4029,4b5ba043f964a520ee0b29e3,4ae87fcbf964a520e0af21e3,6102
4030,4b5ba043f964a520ee0b29e3,49d148c2f964a520715b1fe3,8993
4031,4b5ba043f964a520ee0b29e3,4da5027193a003e248d175a6,2145
4032,4b5ba043f964a520ee0b29e3,4a81b3b0f964a5204af71fe3,21239
4033,4b5ba043f964a520ee0b29e3,4ae930baf964a5208db421e3,3601
4034,4c112662ce57c928e40483d2,4c0ad959340720a166388793,392
