,name,id,postal_code,phone,four_square_id
40450,Subway,subway-dublin-4,94568.0,9258280696.0,4e4de4d4bd4101d0d79d90ee
32226,Moises Gomez & Associates,moises-gomez-and-associates-lafayette,94549.0,9252836755.0,4d97828ec19fb60ceada9865
49188,Shellie's Miniature Mania,shellies-miniature-mania-san-carlos,94070.0,6505934921.0,4ccb4da4ba79a1cd2b8533cb
31727,Pure Cleaners,pure-cleaners-palo-alto,94306.0,6503239190.0,4ce6fa89678aa0938873dfea
25754,Keylo Locksmith,keylo-locksmith-san-carlos,94070.0,6505911575.0,4beec2e435dc0f471438405b
57517,Rumors Engraving,rumors-engraving-san-francisco,94103.0,4152553168.0,4fa46c9ce4b00c584392cd94
51537,Opus 1 Music Studio,opus-1-music-studio-mountain-view,94040.0,6506259955.0,4bc0a922abf495212f94bf93
2270,Studio D,studio-d-san-francisco-3,94108.0,4156080294.0,4d571fcdc6edf04d0d74d9a2
9838,CVS Pharmacy,cvs-pharmacy-san-francisco-15,94127.0,4155046043.0,5084210ee4b0e5cc9bc196fc
54019,La Petite Fleur,la-petite-fleur-pleasanton,94588.0,9254630666.0,4c16c4fecd4bc9b638f74eeb
55444,Underglass Custom Framing,underglass-custom-framing-san-francisco-2,94102.0,4155002283.0,4f6125aa121d9819a669b164
30600,Perkins Cleaners,perkins-cleaners-oakland,94610.0,5104447768.0,4ed9156f77c8274efb841cc8
53126,RadioShack,radioshack-santa-clara-2,95051.0,4082438050.0,4be215b21dd22d7fb65793bd
55438,Relax The Back,relax-the-back-san-francisco,94109.0,4157762225.0,4b11cf0df964a5201f8523e3
57916,Arthaus,arthaus-san-francisco,94107.0,4159770223.0,4c48cb2f20ab1b8d2bd1e815
33452,PostalAnnex+ Service Center,postalannex-service-center-walnut-creek,94598.0,9259374142.0,52cd760c498e515ce3386c75
17625,Starbucks,starbucks-san-francisco-139,94115.0,4155673978.0,4ae39806f964a5200f9721e3
55419,Rand + Statler,rand-statler-san-francisco,94102.0,4156340881.0,4dbc648593a08f9274bd305b
32798,FedEx Office Print & Ship Center,fedex-office-print-and-ship-center-concord-4,94520.0,9258251224.0,4d0551c4dc45a093dcb1eec6
34931,Stretch the Imagination,stretch-the-imagination-san-francisco,94115.0,4159220104.0,4b6c4b62f964a520722e2ce3
44242,Champagne Seafood Restaurant,champagne-seafood-restaurant-san-mateo-2,94401.0,6503436988.0,4b26b295f964a520af7f24e3
7006,Attunement Massage,attunement-massage-pleasant-hill,94523.0,9252025311.0,527129cd11d271adb700eaf1
5948,MD Salon,md-salon-san-francisco,94121.0,4156660288.0,4c7da805d65437048f34c1a2
17424,Element Coffee and Tea Bar,element-coffee-and-tea-bar-tiburon,94920.0,4152955282.0,50f16032e4b03f200348a253
19602,Serramonte Ridge Apartments,serramonte-ridge-apartments-daly-city,94015.0,6509970400.0,4adbda83f964a520e42a21e3
33463,Number 1 Cleaners & Alterations,number-1-cleaners-and-alterations-fremont,94538.0,5108189040.0,4bcce0fbfb84c9b6c539213e
49325,Woodside Tennis Shop,woodside-tennis-shop-woodside,94062.0,6508511660.0,4ba53834f964a5208eed38e3
7911,Bliss Hair Salon,bliss-hair-salon-danville,94526.0,9256676623.0,530b7f87498e6eea2307b081
46547,Church's Chicken,churchs-chicken-oakland-3,94605.0,5105685152.0,4c2fd0ca213c2d7fe794315d
36451,Year Up,year-up-san-francisco,94105.0,4155127588.0,4b031d97f964a520c24c22e3
10017,Rite Aid,rite-aid-corte-madera,94925.0,4159244557.0,4b58c08bf964a5202d6928e3
11312,Hong Kong BBQ,hong-kong-bbq-san-francisco-2,94134.0,4154681818.0,4d6d9885ffedf04d276557c5
10996,Max Muscle on Polk,max-muscle-on-polk-san-francisco,94109.0,4159313920.0,51b3e0a2222f1f32a3bda89e
35717,Water Lily Cleaners,water-lily-cleaners-san-francisco,94133.0,4153912850.0,4a9f190ff964a520853c20e3
30434,Soundwave Studios,soundwave-studios-oakland-2,94607.0,5107632201.0,4a983ddff964a5202a2b20e3
31682,Organic Cleaners,organic-cleaners-san-leandro-2,94577.0,5104834232.0,4b56152df964a5207dff27e3
41139,Lin's Cafe,lins-cafe-san-francisco,94112.0,4153333619.0,4f32202119836c91c7b889fa
15980,Daily Donuts & Sandwiches,daily-donuts-and-sandwiches-sunnyvale,94086.0,4087460347.0,4d7936d971a68cfa97f31286
9027,Silver Nails,silver-nails-daly-city,94014.0,6509943086.0,4b79c5dbf964a52014112fe3
46257,Mama Rosa's Pizza Chicken & Sea Food,mama-rosas-pizza-chicken-and-sea-food-oakland,94601.0,5105342000.0,4bf731dcabdaef3bf36fa184
52790,Rasputin's,rasputins-newark,94560.0,5106086070.0,514919e2e4b0cfb68fc4b2bb
56417,Infinite SF,infinite-sf-san-francisco,94109.0,4156747712.0,4da3852ef889cbffe2880b40
21177,First American Title Company,first-american-title-company-san-francisco-5,94123.0,4155632206.0,524e0692498e47de92fec9e2
52934,UNIQLO,uniqlo-san-francisco-4,94132.0,8774864756.0,50043438e4b0f448ea4f447f
48350,Asia Express Chinese Food,asia-express-chinese-food-concord,94520.0,9256097823.0,518c3b3a498ec363a7696bf7
34993,Marvel Cleaners,marvel-cleaners-san-francisco,94109.0,4157750897.0,4bb3791f715eef3bd75c86bb
33770,The UPS Store,the-ups-store-fremont-3,94538.0,5102267690.0,4b74d327f964a52014f42de3
14502,BevMo!,bevmo-orinda,94563.0,9252543161.0,4a382ebef964a520c49e1fe3
55878,T-Mobile,t-mobile-san-francisco-15,94110.0,4152069621.0,4d83f40640a7a35d085c01be
51524,Village Crafters,village-crafters-castro-valley,94546.0,5102479762.0,4b4fb9adf964a520bd1227e3
39886,Burger King,burger-king-fremont,94538.0,5106519010.0,4b58ab9df964a520d76428e3
56236,Rolo Soma,rolo-soma-san-francisco,94103.0,4158611999.0,4b2d79a1f964a52079d724e3
10897,Chuck's Store,chucks-store-san-francisco,94110.0,4152859033.0,4b6a3a52f964a5201ace2be3
53334,Walgreens,walgreens-santa-clara-7,95050.0,4082461054.0,4b64a8e2f964a52055c62ae3
48761,People's Bazaar,peoples-bazaar-berkeley,94703.0,5106558008.0,4b0affdaf964a520552b23e3
55021,Alex and Ani,alex-and-ani-san-francisco,94123.0,4156732841.0,4fc1486fe4b0e700fbb6cd5e
4197,Enliven Nail & Spa,enliven-nail-and-spa-belmont,94002.0,6507336898.0,51ede07f498e2b700c1a009d
119,Chase,chase-san-francisco-89,94132.0,4155646671.0,4cf80b5cd76da35d0cbfc42c
46263,El Grullense II,el-grullense-ii-redwood-city,94063.0,6503648449.0,4cf40d8b6195721ebd2c50c1
15985,Daily Donuts & Sandwiches,daily-donuts-and-sandwiches-sunnyvale-2,94086.0,4087460347.0,4d7936d971a68cfa97f31286
30186,Design-A-Sign,design-a-sign-albany,94706.0,5105280383.0,4d002a266923721e9f4ec33b
55485,F. Dorian,f-dorian-san-francisco,94102.0,4158613191.0,4b2aa72ff964a5200ead24e3
9826,Rite Aid,rite-aid-orinda,94563.0,9252531904.0,4b9ecd41f964a520020337e3
46619,Panda Express,panda-express-stanford,94305.0,6503301906.0,4e74de7e7d8b917602cd801f
34630,Magic Alterations & Tailoring,magic-alterations-and-tailoring-san-francisco-2,94118.0,4159339888.0,511ee897e4b00ebaf0ad83ea
31177,ClickAway Mobile - Verizon Wireless Premium Retailer,clickaway-mobile-verizon-wireless-premium-retailer-redwood-city,94063.0,6504805888.0,53448e03498ebe7fc597d41f
35780,Speedway Copy Systems,speedway-copy-systems-san-francisco-3,94107.0,4155435928.0,4d557043fb65236a1980f9b3
34963,Center for Sex & Culture,center-for-sex-and-culture-san-francisco,94103.0,4159022071.0,4a3c43d9f964a5205aa11fe3
10211,Chez Berlue,chez-berlue-san-francisco,94123.0,4155292121.0,4f56d306e4b04e88c11d4413
45503,New King Restaurant,new-king-restaurant-oakland,94606.0,5103026657.0,4f32035319833175d609ae03
46401,Taco Bell,taco-bell-oakland-4,94621.0,5105697854.0,4bd4fbd45631c9b6248ba330
39139,Papa John's Pizza,papa-johns-pizza-danville-5,94526.0,9258373500.0,4ee6a4f5f790897ed27fa62e
6729,Presnick Chiropractic Office,presnick-chiropractic-and-holistic-health-center-pleasant-hill,94523.0,9256099355.0,4e32e0c71850ad3b6cb70c99
41171,Rincon Latino,rincon-latino-san-francisco,94112.0,4155868787.0,4a9ef404f964a520ec3b20e3
36179,Golden State Overnight,golden-state-overnight-south-san-francisco,94080.0,8003225555.0,4dcdc979183899ddfac21e52
12551,Pirooz Market,pirooz-market-san-mateo,94402.0,6505740102.0,4f0a1b6ee5e8ef1bd2a0511c
10614,Mi Tierra Market,mi-tierra-market-san-francisco,94110.0,4158641792.0,4ac13f45f964a520639620e3
34761,Sunshine Express Cleaners,sunshine-express-cleaners-san-francisco,94115.0,4159311038.0,4c241079c11dc9b6ecf52424
55338,Mill Mercantile,mill-mercantile-san-francisco,94114.0,4154018920.0,5035a08be4b04cbb6c58866e
17552,Fulton Food Shop,fulton-food-shop-san-francisco,94117.0,4157510700.0,4af79be4f964a5200c0a22e3
37313,GungHo Tavern,gungho-tavern-san-francisco,94109.0,4157764666.0,4b01c459f964a520434522e3
46345,Taqueria La Mejor,taqueria-la-mejor-oakland,94619.0,5105322560.0,4bf31977c440c9b6b08f0104
46413,The Big Cheese,the-big-cheese-san-leandro,94577.0,5106321880.0,4c3b8c841a1cd13a618ab60d
3702,Ambiance Skincare Spa,ambiance-skincare-spa-berkeley-2,94710.0,5105275900.0,4c6ee93534443704176b1f5f
31412,"Bay Area Custom Shirts, Inc.",bay-area-custom-shirts-inc-redwood-city-2,94063.0,6502610722.0,4e0267ef6284217c7f0f82e6
58612,Red Square Boutique & Design Collective,red-square-boutique-and-design-collective-san-mateo,94402.0,6505251477.0,4dca1154b0fb9c8f8addb403
50233,Avant Optometry,avant-optometry-menlo-park,94025.0,6503262177.0,4a96bf9af964a520cf2620e3
40004,Subway,subway-santa-clara-7,95050.0,4084921703.0,4b92c09ef964a520731834e3
33085,One Day Cleaners,one-day-cleaners-sunnyvale,94087.0,4082450233.0,5208515a8bbd790578d36bd2
46363,Quizno's,quiznos-oakland,94621.0,5107779200.0,4e225e99628469a5742064bc
39191,Subway,subway-santa-clara-2,95051.0,4082484952.0,4b709d4cf964a52058252de3
30898,Elite Electronics,elite-electronics-alameda,94501.0,5105226688.0,51a2df1f50195b6a9721571f
53873,Hot Topic,hot-topic-daly-city,94015.0,6509924199.0,4aa5afaef964a5202c4920e3
22615,Paragon Real Estate Group,paragon-real-estate-group-san-francisco,94111.0,4157387000.0,4be1dca2b6109521e8061caf
150,San Francisco Federal Credit Union,san-francisco-federal-credit-union-san-francisco-2,94118.0,4157755377.0,4b4391b6f964a52069e325e3
47107,Little Caesars Pizza,little-caesars-pizza-san-lorenzo,94580.0,5104810745.0,4b4a64d4f964a5204a8626e3
29296,Bedrosians,bedrosians-hayward,94544.0,5105825000.0,4c34cfe63896e21ec932ec90
21585,Roh Habibi - Vanguard Properties,roh-habibi-vanguard-properties-san-francisco,94110.0,4153217000.0,4bc293b874a9a5937a91d3f6
58229,World of Sound,world-of-sound-mill-valley,94941.0,4153834343.0,4c802ce0e602b1f75c62877a
43694,Burger King Restaurant,burger-king-restaurant-millbrae,94030.0,6506975866.0,4bb2602ba32876b0358400fe
7314,"Vivian Ting, MD, FACS",vivian-ting-md-facs-walnut-creek-2,94598.0,9259399200.0,5280984711d2afde32614a0f
51267,GemNBead,gemnbead-mountain-view,94040.0,6509652323.0,4e44490a887703085fdea04d
2344,Beauty Style Exchange,beauty-style-exchange-san-francisco,94108.0,4157882828.0,4fdb92f5e4b0fcb93f129637
6470,Full Circle Hair Lounge,full-circle-hair-lounge-hayward,94541.0,5105373400.0,523df47911d288f65bbbe20a
15183,Starbucks,starbucks-martinez-3,94553.0,9252569862.0,4b5509bbf964a520d8d827e3
54455,Gymboree Store,gymboree-store-san-francisco-2,94118.0,4156681387.0,4d3c80d3557d6dcbf4893b44
54013,Helicopter World,helicopter-world-san-jose,95112.0,4084511155.0,5122a7e5e4b0a73249b51e5f
9889,CVS/Pharmacy,cvs-pharmacy-oakland-7,94611.0,5103398535.0,4c06cce8cf8c76b065113b65
53384,Brasil's Jeweler & Goldsmith,brasils-jeweler-and-goldsmith-santa-clara,95050.0,4082612393.0,4dd172aad164679b8d4728af
47075,Wendy's,wendys-san-lorenzo,94580.0,5104812481.0,4b5a0c4df964a520eca928e3
30251,The UPS Store,the-ups-store-berkeley-2,94707.0,5105286919.0,4d3e109b14aa8cfa9689b95e
54862,Ralph Lauren,ralph-lauren-san-francisco-2,94115.0,4154406536.0,4b5b9de4f964a520490b29e3
57550,Porsche Design Store,porsche-design-store-san-francisco,94108.0,4157881100.0,4d8015ed562ea09070bc4e2e
8385,Nail Spa,nail-spa-santa-clara,95050.0,4082433989.0,4c5463024623be9a619cb4f2
5964,Valerie's Nail Salon,valeries-nail-salon-pacifica,94044.0,6507388060.0,4e07812eaeb74c399110d611
24610,The Professional Tree Care Company,the-professional-tree-care-company-berkeley-4,94710.0,5105493954.0,4f5537f9e4b0ca522313e262
43771,Wok-In Cafeteria,wok-in-cafeteria-san-francisco,94124.0,4155507200.0,4c7bf78fbd346dcb4bc8fcef
29242,Archstone Mountain View Apartments,archstone-mountain-view-apartments-mountain-view-2,94040.0,6509671424.0,4d87acbc02eb5481ed666ff5
8859,My Salon,my-salon-milpitas,95035.0,4082639918.0,4d8d0b1e6174a093bca1a7e3
55405,A New Leaf Florist,a-new-leaf-florist-san-francisco,94109.0,4157711066.0,5191865b498ef063aab3aef2
41640,Rinconcito Salvadoreno,rinconcito-salvadoreno-san-francisco,94110.0,4152829114.0,4af33ec0f964a52018ec21e3
55403,RadioShack,radioshack-san-bruno-4,94066.0,6505834981.0,4c60466fc6a103bbbc00685b
48668,Biketopia Community Workshop,biketopia-community-workshop-berkeley-2,94703.0,4156063189.0,4fe6686fd5fbc7d7a35040a3
48666,Marion and Rose's Workshop,marion-and-roses-workshop-oakland,94607.0,5102146794.0,4ed00395f5b9832ad9bf647c
14836,Peet's Coffee & Tea,peets-coffee-and-tea-tiburon,94920.0,4153843900.0,500ee5e6e4b0a7636dc894d0
31132,Habitat For Humanity ReStore,habitat-for-humanity-restore-san-carlos-3,94070.0,6508474000.0,504f6d078acac871c9551f07
38131,Lot 68 Bar & Café,lot-68-bar-and-café-berkeley-3,94704.0,5106442992.0,4b57e9a3f964a520044628e3
12774,The Vineyard Cafe,the-vineyard-cafe-san-mateo-2,94402.0,6503411800.0,4bcdf3dc511f95210681b5c7
18367,Paseo Place,paseo-place-fremont,94536.0,5107967690.0,4ba1a97af964a5208ec637e3
28498,Grove Way Bonsai Nursery,grove-way-bonsai-nursery-hayward,94541.0,5105371157.0,4c48a5632fbbef3b2634c937
33294,Santa Clara KinderCare,santa-clara-kindercare-santa-clara,95051.0,4082462141.0,4b91b3baf964a52014d133e3
6164,Supercuts,supercuts-lafayette,94549.0,9252996750.0,4a7aef31f964a520a3e91fe3
44665,Wendy's,wendys-san-rafael,94901.0,4154851436.0,4bbb86262d9ea5936f829fce
14987,Moraga Produce,moraga-produce-moraga,94556.0,9253771000.0,4f99c0b1e4b0c1f143a7e9c8
17409,El Potosino,el-potosino-daly-city,94014.0,6509914885.0,4cce095cee23a143c5b229a8
50895,AT&T,at-and-t-lafayette-9,94549.0,9252846300.0,4c4ded63db2c20a12e12a073
49290,Halmoni,halmoni-oakland-3,94606.0,5107880296.0,4f10cc2ad5fb04999e3b36c7
59015,Fossil,fossil-emeryville,94608.0,5106544238.0,4b48ca8cf964a5201d5726e3
29800,Montecito Cleaners,montecito-cleaners-san-rafael,94901.0,4154546796.0,4b91abd6f964a520c4ce33e3
7761,Amazing Cuts,amazing-cuts-sunnyvale,94089.0,4087465758.0,520a99c211d283e51c66fc0c
33339,Kevin's Tailoring,kevins-tailoring-santa-clara,95051.0,4082445021.0,4c9d58e154c8a1cd6b2b834b
36022,Arco's Self Storage & Wine Storage,arcos-self-storage-and-wine-storage-south-san-francisco,94080.0,6508732726.0,4afdd91ff964a5206e2b22e3
48622,West Marine,west-marine-alameda,94501.0,5105214865.0,4ba502b5f964a5200ad038e3
43742,Golden City Inn Chinese Food,golden-city-inn-chinese-food-san-francisco,94124.0,4158223003.0,4d362c4048cdb1f776f8f037
46307,Simpson's,simpsons-oakland,94601.0,5102611299.0,4b78a880f964a5207ddc2ee3
7797,Mainland Ink,mainland-ink-fremont,94536.0,5107961989.0,52745f83498e56c45b653b2e
125,Patelco Credit Union,patelco-credit-union-san-mateo,94402.0,8003588228.0,4bba35d03db7b713b009239a
11883,Starbucks,starbucks-san-francisco-147,94111.0,4159865808.0,4b02f2f9f964a520504b22e3
44659,Bigge Subs,bigge-subs-san-rafael,94901.0,4152595446.0,4fb3feb6e4b0702bcf97a3d9
10250,Amro Market,amro-market-san-francisco,94109.0,4156735656.0,4a63da64f964a520ecc51fe3
38794,Subway Sandwiches,subway-sandwiches-alamo,94507.0,9253621520.0,4cae74e5eb65b1f79f425ccd
10124,Rite Aid,rite-aid-san-leandro,94577.0,5103523677.0,4b707e5cf964a520ec1d2de3
17671,El Chico Produce No 2,el-chico-produce-no-2-san-francisco,94112.0,4155876025.0,4ac8015df964a52028bb20e3
32465,FedEx Office Print & Ship Center,fedex-office-print-and-ship-center-hayward,94541.0,5107336538.0,4bd64b1729eb9c745efc94e1
35062,Polk Street Cleaners,polk-street-cleaners-san-francisco,94109.0,4156735364.0,4b0c8a5ef964a520053f23e3
40280,McDonald's,mcdonalds-milpitas,95035.0,4089421784.0,4d9b8fef7ae55481fd8f3a74
1761,Walgreens,walgreens-san-francisco-153,94133.0,4156149120.0,4bcbdc60511f95217b46b2c7
14183,Mi Rancho Supermarket,mi-rancho-supermarket-redwood-city-3,94063.0,6507800330.0,4d23860e73508eec8213e376
3880,Manzanita Wellness Clinic,manzanita-wellness-clinic-berkeley,94702.0,5104599320.0,4e32d9071850ad3b6cb706e8
51647,Desk Depot,desk-depot-mountain-view,94041.0,6509693100.0,4da49d0ad686b60c93afe328
49643,Siegel's Tuxedo Shop,siegels-tuxedo-shop-oakland,94610.0,5105472488.0,521d4f94bce6c25cf06e6137
41326,San Vicente,san-vicente-san-francisco,94112.0,4155878599.0,4d0ed2065b8a8cfa0c8fec83
52441,Murphy Street Smoke Shop,murphy-street-smoke-shop-sunnyvale,94086.0,4087359127.0,4b118b60f964a520fc7e23e3
39494,Papa John's Pizza,papa-johns-pizza-concord-4,94521.0,9256917272.0,50c3dffbe4b065e8ec253050
37,Chase,chase-san-francisco-76,94133.0,4154779028.0,4fb5337f7beb65c72e11da09
49618,GameStop,gamestop-san-carlos,94070.0,6505980853.0,4ad69eeef964a520040821e3
17466,Main Street Wine Bar & Bottle Shop,main-street-wine-bar-and-bottle-shop-tiburon-2,94920.0,4158898998.0,50a851e5e4b02dc98d456e8e
19708,Roundleaf,roundleaf-san-jose,95131.0,4089122323.0,4d7eb91f95c1a1439d62d7f2
363,Bank of America,bank-of-america-el-cerrito,94530.0,5106496600.0,4c90e1a07088a1431e15ac43
55264,Eurasian Interiors Antiques & Candles,eurasian-interiors-antiques-and-candles-san-francisco,94123.0,4157751610.0,4aee1c4ff964a5202dd221e3
47899,Superway Kitchen,superway-kitchen-hayward,94544.0,5107820583.0,4e910210f79014e2cec3650f
54190,Golden Age Vintage,golden-age-vintage-san-francisco,94122.0,4156828883.0,51c8a0ff498e9604b9ef136a
4615,Vivi Skin Care Studio,vivi-skin-care-studio-oakland,94618.0,5105300116.0,4d976438647d8cfa12acd33d
49519,Montclair Estates,montclair-estates-oakland-2,94611.0,5103396505.0,53669815498ef37a4547b120
10629,Cinnabon,cinnabon-san-bruno-2,94066.0,6505835009.0,4c56091919a3be9a2e18d888
53185,RadioShack,radioshack-san-ramon,94583.0,9253559218.0,4c2feffc213c2d7f70d1315d
41342,McDonald's Restaurant,mcdonalds-restaurant-half-moon-bay,94019.0,6507261222.0,4b6d99f8f964a520577f2ce3
15728,Bread of Life Bakery,bread-of-life-bakery-fremont,94555.0,5108571030.0,518565b8498e6ba532792733
41345,Burger King,burger-king-san-francisco-5,94112.0,4154695518.0,4a6393bdf964a5205bc51fe3
57799,Papyrus,papyrus-san-francisco-9,94111.0,4159899301.0,4a808591f964a52085f51fe3
5865,Walgreens,walgreens-san-leandro,94578.0,5106181504.0,4c1e7361b4e62d7f2047de93
25601,Sequoia Tree Service Inc.,sequoia-tree-service-inc-oakland,94609.0,5103957338.0,4ff210bdd63ea78a683c9623
762,Mechanics Bank,mechanics-bank-walnut-creek-3,94596.0,9252108170.0,4b95909df964a520b7a934e3
55790,Charlotte Russe,charlotte-russe-san-bruno,94066.0,6509521037.0,4b9c16f2f964a520d54836e3
16778,Yogurt GoGo,yogurt-gogo-san-francisco,94116.0,4155661628.0,4bb12578f964a520537e3ce3
42040,China Express Deli,china-express-deli-san-francisco,94110.0,4158213375.0,4e0997d9a809495e61a66348
32336,Baby World,baby-world-los-altos,94024.0,6509888627.0,4b157275f964a520feac23e3
8648,Cost Cutters,cost-cutters-san-ramon,94583.0,9258038811.0,4be71f602457a5935e93ad15
16971,Mrs Fields Cookies,mrs-fields-cookies-pleasanton,94588.0,9254639622.0,4b462308f964a520a31726e3
16970,Auntie Anne's Pretzels,auntie-annes-pretzels-pleasanton,94588.0,9254637927.0,4b4143daf964a52057c425e3
14058,Starbucks Coffee,starbucks-coffee-marin-city-2,94965.0,4152890743.0,4a859220f964a52081fe1fe3
17795,AA Market,aa-market-san-francisco,94117.0,4159315337.0,4a93311ef964a520291f20e3
47356,New Leaf Catering,new-leaf-catering-mountain-view,94043.0,6509617048.0,4f324e0419836c91c7ca92be
56840,Swarovski Gallery Store,swarovski-gallery-store-san-francisco,94103.0,4159745800.0,4b64bdd4f964a5208ccc2ae3
17374,Parkview Market,parkview-market-san-francisco,94117.0,4156811338.0,4ad76ff4f964a520690a21e3
9129,Norvegr,norvegr-san-francisco,94118.0,4153868801.0,4d237a1cae372c0f1f4016b7
51150,Highline Custom Jewelry,highline-custom-jewelry-hayward,94545.0,5107864505.0,4b63787ef964a520637c2ae3
2229,Pout Salon,pout-salon-san-francisco,94102.0,4159817688.0,4c6487b2d02b20a18d2b9b90
53746,Aldo,aldo-pleasanton,94588.0,9254630581.0,4b413d64f964a520e8c325e3
10101,Kaiser Pharmacy Fabiola First Floor,kaiser-pharmacy-fabiola-first-floor-oakland,94611.0,5107521011.0,50173269e4b0cfe38c4306bd
47343,El Amigo Taqueria No 2,el-amigo-taqueria-no-2-hayward,94541.0,5102768669.0,4cb793fabac93704b6bed57c
48209,Dickey's Barbeque Pit,dickeys-barbeque-pit-sunnyvale-2,94087.0,4087337427.0,535da68211d22bdbbe873a3e
48987,European Book Company,european-book-company-oakland,94609.0,5109229157.0,50d38563e4b006c4749d2a65
41239,Pupuseria Metapan,pupuseria-metapan-san-francisco,94112.0,4155878599.0,4d0ed2065b8a8cfa0c8fec83
58486,RadioShack,radioshack-san-mateo,94401.0,6503485467.0,49eb9903f964a520fb661fe3
407,Bank of America,bank-of-america-emeryville,94608.0,5106496600.0,4be4694fcf200f4797ec113c
55589,Vitkovsky Fine Art Gallery,vitkovsky-fine-art-gallery-san-francisco,94109.0,4159224278.0,4c1ebb8f920076b02edec3e9
51017,The Makery,the-makery-los-altos,94022.0,6503975613.0,514cf1fae4b0010b5514ae28
11079,Five Markets,five-markets-san-francisco,94110.0,4152826838.0,51574821e4b0e3e0a8e6d9a4
34166,Mailing Service Center,mailing-service-center-santa-clara,95050.0,4089846245.0,4b2dc70bf964a52047db24e3
13278,Rainbow Ranch Cafe,rainbow-ranch-cafe-berkeley,94704.0,5109811872.0,4f43a3cc19834bc91f5801a0
42309,Cafe 8,cafe-8-san-francisco,94133.0,4154403994.0,4f328fec19836c91c7e3eb7f
35389,Little Bee Daycare & Preschool,little-bee-daycare-and-preschool-san-francisco,94109.0,4156979051.0,522e873e11d2acec898cef5f
39493,Subway,subway-fremont-16,94538.0,5107396024.0,4b4636abf964a520431a26e3
8300,Sean's Barber Shop,seans-barber-shop-santa-clara,95050.0,4082447488.0,4c2fe149a0ced13aae62116e
15916,Twice As Nice Warehouse,twice-as-nice-warehouse-half-moon-bay,94019.0,6507266330.0,4b70973af964a520e9232de3
51018,Eyes Optometry,eyes-optometry-los-altos,94022.0,6509473937.0,4b5f75cdf964a520a6bb29e3
11692,Wine Vault,wine-vault-south-san-francisco,94080.0,6505889463.0,4c9d5118ca44236ad2de1f99
26223,Ocelot Plumbing,ocelot-plumbing-oakland,94606.0,5104533952.0,51dce66bccda6f36d2f90c66
9160,Accent On Beauty,accent-on-beauty-san-francisco,94122.0,4157313097.0,4d435f09befe236a704fe9e2
51971,Deb's Flower Market,debs-flower-market-pleasant-hill,94523.0,9256822837.0,4bc25473461576b059497d32
46182,Burger King,burger-king-redwood-city-2,94063.0,6503611224.0,4ac10a70f964a520899520e3
52756,New York & Company,new-york-and-company-newark-2,94560.0,5108181930.0,4ba66fecf964a520585239e3
13183,Tsunami Dogs,tsunami-dogs-berkeley,94704.0,5105493647.0,51bf601a498ed2fdf555df95
5284,Walgreens,walgreens-oakland-11,94601.0,5102614552.0,4bd8b87011dcc928c47df733
3863,Take It Down Salon & Braids,take-it-down-salon-and-braids-berkeley,94702.0,5108431723.0,4c4e868567929c7442b78e9b
589,Chase,chase-foster-city-2,94404.0,6503501635.0,4b5f8835f964a520e4bf29e3
8726,The Art of Shaving,the-art-of-shaving-pleasanton,94588.0,9252510197.0,51794e8690e7666ccb7356ce
15965,Starbucks,starbucks-alamo,94507.0,9253629568.0,4ad9ef60f964a5200f1c21e3
16654,7-Eleven,7-eleven-santa-clara-2,95054.0,4089884281.0,4be22f5721d5a5930c211611
14411,Chillers,chillers-orinda,94563.0,9252543233.0,4e3d96fa1495bf24a5dcfef7
37739,Roka Bar,roka-bar-san-francisco,94133.0,4153628887.0,50be8ac5f31c223ae77cdeb7
11307,D & T Smoke Shop,d-and-t-smoke-shop-san-francisco,94108.0,4159866336.0,4c486f8f1ddec9282d79a032
40218,DD's Cafe,dds-cafe-san-jose,95110.0,4084532502.0,4d936266fa1ef04d7d856bc7
38352,Lakeside Lounge,lakeside-lounge-oakland,94606.0,5104522254.0,4c4d184e4237be9a27d36313
56119,Vacation,vacation-san-francisco,94109.0,4157953633.0,4fb08186e4b09cca62445d4b
40213,Burger King,burger-king-fremont-6,94539.0,5104900700.0,4ba6f203f964a520217939e3
33866,Laundropalooza,laundropalooza-san-francisco,94122.0,4156806180.0,4bd4b4f77b1876b0a2a38986
25,US Bank,us-bank-san-francisco,94110.0,4158268410.0,4b80225ff964a5205f5530e3
17881,The Lofts at Albert Park,the-lofts-at-albert-park-san-rafael-3,94901.0,4154550114.0,4b4c85f2f964a5201cb526e3
43949,Rings Steakhouse and Seafood,rings-steakhouse-and-seafood-burlingame,94010.0,6505797807.0,4f324f5019836c91c7cb13e4
41097,El Porteño I Chifa Peruano,el-porteño-i-chifa-peruano-san-francisco,94112.0,4155861206.0,4beb0856415e20a113cce5bb
40234,Jack In The Box,jack-in-the-box-fremont-2,94539.0,5106579652.0,4b64d00df964a5200dd22ae3
58865,Guess,guess-san-mateo,94403.0,6503784456.0,4b7985e6f964a520b5fe2ee3
46092,Wing's Daily Kitchen,wings-daily-kitchen-oakland,94601.0,5105320301.0,4f328fff19836c91c7e3f238
58867,Things Remembered,things-remembered-san-mateo,94403.0,6505741915.0,4cd1ddf0f6378cfa8b1fbed6
7494,Yoga Of Sausalito,yoga-of-sausalito-sausalito-3,94965.0,4153329642.0,4b76fafcf964a520f7702ee3
3324,Ulta,ulta-san-rafael-3,94901.0,4152569882.0,5273263511d2ff2133985058
